temperatura,epsilon,M,m,CH,xi
1.232,-1.1851200000000002,-1017.8,0.40712,12392.1262719964,59332.215007215
1.233,-1.21584,-1161.4,0.46456000000000003,1872.041726569385,52288.04181310263
1.234,-1.1851200000000002,-1031.2,0.41248,6622.028304819245,64098.10913019989
1.235,-1.1710399999999999,-1008.8,0.40352,4751.969199444162,26084.53441295546
1.236,-1.1716799999999998,-1000.4,0.40016,6372.530195070804,37510.82344480403
1.237,-1.16208,-892.2,0.35688000000000003,9973.161279716305,33430.3062965957
1.238,-1.1904,-1037.8,0.41512,18941.848929765238,49513.875426314844
1.239,-1.1950399999999999,-952.2,0.38088,21800.554411599405,26310.42955788719
1.24,-1.16432,-959.4,0.38376,7816.048098046017,28717.598566308243
1.241,-1.15488,-860.8,0.34431999999999996,7918.313675997849,57606.01665323663
1.242,-1.14368,-1000.4,0.40016,17839.965725175025,40074.288781535164
1.243,-1.16864,-889.6,0.35584,13626.205742054492,90949.70948422274
1.244,-1.17392,-996.4,0.39855999999999997,2070.215706344365,69745.48052876028
1.245,-1.1556799999999998,-996.6,0.39864,6310.5505466757695,45536.849620705034
1.246,-1.1408,-913.4,0.36536,11251.70010772478,72766.9341894061
1.247,-1.19584,-975.0,0.39,6521.605698459337,83125.18934331283
1.248,-1.14368,-728.8,0.29152,5464.697932646652,82205.27065527065
1.249,-1.112,-708.8,0.28352,10165.235649065466,43677.39524953295
1.25,-1.12816,-825.0,0.33,12641.735111111111,49352.711111111115
1.251,-1.1308799999999999,-828.0,0.3312,9564.3247370307,62385.64703792522
1.252,-1.14416,-863.8,0.34552,9022.014900405004,115483.45757898474
1.253,-1.12224,-798.0,0.3192,6135.449612779998,40296.532765806514
1.254,-1.15424,-942.4,0.37696,8660.318170936822,96659.79089136983
1.255,-1.12448,-694.4,0.27776,7498.8298245706865,15192.421425409475
1.256,-1.12256,-851.4,0.34056,6038.559148218768,80721.90375088464
1.257,-1.15072,-794.2,0.31768,6937.168826198851,77706.32016264476
1.258,-1.1211200000000001,-859.2,0.34368000000000004,4408.148913900341,23491.397279632576
1.259,-1.1144,-725.8,0.29031999999999997,7734.900894304107,58398.693848733565
1.26,-1.09328,-632.8,0.25311999999999996,10597.799613672627,37755.34391534391
1.261,-1.11904,-750.6,0.30024,6762.196783207764,116512.85575821658
1.262,-1.1052799999999998,-819.4,0.32776,9302.322985481307,45629.899630216576
1.263,-1.0987200000000001,-655.4,0.26216,8334.163966325827,69529.7264009853
1.264,-1.1136,-768.2,0.30728,8875.002225426835,58240.119549929674
1.265,-1.13296,-823.8,0.32952,8077.641859391301,49538.48045674133
1.266,-1.1286399999999999,-718.8,0.28752,4801.063501452081,72739.47691767599
1.267,-1.10352,-688.2,0.27528,10494.309747341447,25181.759186179075
1.268,-1.08608,-640.8,0.25632,8073.409914407436,85475.77988082719
1.269,-1.09728,-688.0,0.2752,12326.401071284987,36632.86927589528
1.27,-1.1073600000000001,-871.4,0.34856,6962.641480838517,33952.09098862643
1.271,-1.13808,-911.6,0.36464,9895.722317036374,59048.3783547513
1.272,-1.09712,-612.8,0.24511999999999998,5313.718251299834,86661.21593291406
1.273,-1.08416,-667.6,0.26704,4980.979804879903,44646.801082307764
1.274,-1.08576,-547.6,0.21904,5755.217596437602,58367.20739577883
1.275,-1.06368,-499.6,0.19984000000000002,10535.27104959631,25694.675381263623
1.276,-1.0984,-729.4,0.29175999999999996,12832.355552061528,81595.29780564262
1.277,-1.05936,-539.8,0.21591999999999997,6315.266907554163,54861.53310710868
1.278,-1.07744,-588.6,0.23544,14733.941623815033,63555.59033211614
1.279,-1.06544,-575.8,0.23031999999999997,3541.664501623325,38870.958213882375
1.28,-1.068,-513.6,0.20544,10007.052951388889,28241.52777777778
1.281,-1.076,-451.0,0.1804,9865.76361859504,50900.68522855409
1.282,-1.07744,-632.2,0.25288,5854.520192248148,96762.31582596636
1.283,-1.06368,-548.4,0.21936,6220.37380049857,40317.1732917641
1.284,-1.05376,-704.6,0.28184000000000003,9601.787422266649,60456.24783662166
1.285,-1.04704,-512.0,0.2048,9009.768841651234,79751.6645049719
1.286,-1.06912,-610.8,0.24431999999999998,11856.46704779657,29455.123552790734
1.287,-1.05136,-447.4,0.17895999999999998,6279.760125913973,21589.605456272126
1.288,-1.05376,-581.8,0.23271999999999998,13207.223658209343,71642.8226363009
1.289,-1.04272,-486.8,0.19472,6208.073472706301,66436.47961382639
1.29,-1.084,-610.6,0.24424,14450.520468187673,25316.141257536605
1.291,-1.04288,-536.2,0.21448000000000003,11619.740070235397,23015.027110766845
1.292,-1.06304,-428.0,0.1712,6041.145478885705,100423.11661506708
1.293,-1.0464,-477.0,0.1908,5452.911384009229,43599.725015038246
1.294,-1.08144,-518.0,0.2072,8936.368889451598,52173.79357719389
1.295,-1.04736,-458.0,0.1832,3237.9030989069597,64798.283998284
1.296,-1.05664,-628.2,0.25128,6835.848193872885,18694.41015089163
1.297,-1.05456,-397.4,0.15896,5373.780678989487,92554.81881264459
1.298,-1.0448,-528.8,0.21151999999999999,4896.052531267072,17400.582092107514
1.299,-1.03616,-360.8,0.14432,5790.785816636223,65309.178000171065
1.3,-1.03824,-395.4,0.15816,4320.2103879026945,19608.923076923078
1.301,-1.03952,-331.8,0.13272,3285.515408927839,17546.468528482368
1.302,-1.0336,-455.4,0.18216,5214.187266612815,37668.57825567502
1.303,-1.0523200000000001,-499.4,0.19976,4150.813718674416,45155.31679031294
1.304,-1.0220799999999999,-365.2,0.14608,5979.817749173012,26304.839809134293
1.305,-1.0288,-485.0,0.194,2789.285079327798,50162.11153682418
1.306,-1.0032,-314.6,0.12584,5067.643715045622,57564.77794793262
1.307,-1.04288,-431.8,0.17272,5642.268779317301,30742.123607923153
1.308,-1.0185600000000001,-452.0,0.1808,5642.788932635466,43807.6792388719
1.309,-1.0248,-319.2,0.12768,4690.1275499666735,34811.44215261863
1.31,-1.03376,-511.6,0.20464000000000002,4681.312277839286,39957.794741306185
1.311,-1.0216,-438.0,0.1752,11560.534451684323,63622.34087634545
1.312,-0.99136,-322.2,0.12888,4627.28865093529,27017.920054200542
1.313,-1.01216,-335.4,0.13416,4102.574414685596,88610.6795294914
1.314,-0.99136,-292.4,0.11696,3435.3014705106325,19890.952139353965
1.315,-1.04912,-537.8,0.21511999999999998,5839.584528072145,59201.65610477398
1.316,-0.9976,-400.2,0.16008,6414.184807769493,36041.50624788923
1.317,-0.9964799999999999,-298.4,0.11936,3978.4756330090427,62187.66556989791
1.318,-0.99792,-398.8,0.15952,7280.590728634738,54552.149721800706
1.319,-1.0104,-317.8,0.12712,8933.538699983632,30760.980540813744
1.32,-0.9972799999999999,-270.0,0.108,4240.4856647280885,37804.0404040404
1.321,-1.00768,-365.8,0.14632,7112.574050313624,71512.45689292625
1.322,-1.01232,-212.2,0.08488,6306.860965712337,36130.07228105564
1.323,-1.00368,-329.6,0.13184,3829.2229632257713,46689.04006046863
1.324,-1.00224,-315.4,0.12616,5789.164635834528,27795.266868076535
1.325,-1.00128,-280.0,0.112,7458.540405838378,42129.30817610063
1.326,-1.01072,-275.8,0.11032,4062.666435126732,37101.022289257584
1.327,-1.0060799999999999,-278.2,0.11127999999999999,7740.964507307729,14822.038013899357
1.328,-1.0016,-282.4,0.11295999999999999,7056.337801003209,69416.86746987952
1.329,-0.9984,-248.6,0.09944,3367.855487696438,27995.017139035193
1.33,-1.0016,-348.8,0.13952,3065.3073787224953,53491.862990810354
1.331,-1.004,-266.0,0.1064,6828.378412534984,31773.603806661657
1.332,-0.9956799999999999,-315.2,0.12608,3847.7917356796224,66479.27927927928
1.333,-0.98016,-203.4,0.08136,10951.875253134367,55983.362507293496
1.334,-0.9884799999999999,-286.6,0.11464,2952.6466152231224,17921.739130434784
1.335,-0.9984,-377.6,0.15104,2625.432316969581,45299.90844777361
1.336,-0.9875200000000001,-243.2,0.09727999999999999,3826.2795765753913,66552.36194278109
1.337,-0.9697600000000001,-52.8,0.02112,7595.069679050773,45794.19928529875
1.338,-0.9744,-234.6,0.09383999999999999,6953.242127888711,15582.162431489785
1.339,-0.9696,-161.2,0.06448,5497.1747221433625,19369.8116338893
1.34,-0.9699200000000001,-216.0,0.0864,5397.490161134625,53297.51243781095
1.341,-0.9952,-434.2,0.17368,9002.177326260158,68573.33664760958
1.342,-0.9777600000000001,-338.0,0.1352,3856.6012424457117,61812.22056631893
1.343,-0.9659200000000001,-254.2,0.10167999999999999,2647.571056723835,53704.27732274346
1.344,-0.9768,-203.8,0.08152000000000001,4549.418146888384,44893.81613756613
1.345,-0.9606399999999999,-84.2,0.03368,3677.7576625837437,29279.438248657578
1.346,-0.9870399999999999,-169.0,0.0676,6965.918867342712,42462.109955423475
1.347,-0.9563200000000001,-255.4,0.10216,5761.386275702508,32498.91940938712
1.348,-0.98,-244.8,0.09792000000000001,9281.19077878255,39385.558852621165
1.349,-0.98064,-164.2,0.06568,6950.601253165103,13977.398896301787
1.35,-0.9545600000000001,-172.4,0.06896000000000001,2212.7358634354514,14377.48148148148
1.351,-0.95376,-246.2,0.09848,1724.887651643116,37284.94119582202
1.352,-0.9286399999999999,-255.4,0.10216,2449.338452979782,42606.8704799474
1.353,-0.97152,-193.8,0.07752,3041.2222866209486,31051.621910158494
1.354,-0.9659200000000001,-216.4,0.08656,3692.737943461768,69938.48678811752
1.355,-0.96368,-262.6,0.10504000000000001,1634.5456443494325,13480.967609676094
1.356,-0.95424,-137.8,0.05512,10649.24793747202,30306.42412323828
1.357,-0.9731200000000001,-56.2,0.02248,8290.669165664889,76073.33169573404
1.358,-0.9566399999999999,-124.0,0.0496,7013.0181239605345,34165.93028964163
1.359,-0.96496,-333.2,0.13327999999999998,4981.2750373317085,33663.44534379855
1.36,-0.9467200000000001,-148.0,0.0592,8154.652056901191,41341.17647058823
1.361,-0.95216,-99.4,0.039760000000000004,10208.837693058844,47089.59098701935
1.362,-0.94496,-162.0,0.0648,4464.368500154173,32001.9579050416
1.363,-0.9412799999999999,-194.0,0.0776,3975.2340935103693,44374.0115757724
1.364,-0.9576,-191.8,0.07672000000000001,3841.7473381052973,43351.873574454214
1.365,-0.95168,-270.8,0.10832,4863.824819868776,29938.428978428976
1.366,-0.9579200000000001,-124.8,0.04992,4588.5088156181355,55093.67170977712
1.367,-0.9492799999999999,-118.0,0.0472,7224.649057292157,28788.425587255144
1.368,-0.95744,-224.0,0.0896,3551.3301338683505,49330.084470435344
1.369,-0.94032,-95.2,0.03808,3232.8302874963492,45202.954305657004
1.37,-0.93248,-230.2,0.09208,8600.091166876826,53864.36334144363
1.371,-0.94,-60.4,0.02416,4786.256760968954,19366.755814895856
1.372,-0.9456,-30.2,0.01208,4295.262461502718,34210.204081632655
1.373,-0.91184,-54.2,0.02168,2405.635547134086,16075.390466941813
1.374,-0.95024,-155.0,0.062,4528.45184511883,53136.17984797024
1.375,-0.9374399999999999,-124.0,0.0496,5170.682828282829,47860.36363636364
1.376,-0.9294399999999999,-157.0,0.0628,3891.837179256055,18084.140826873387
1.377,-0.9184,-70.0,0.028,4599.780804880775,20002.90486564996
1.378,-0.9420799999999999,-93.4,0.037360000000000004,6918.309210392351,36968.26318335753
1.379,-0.9547200000000001,-182.4,0.07296,2473.74650513834,28626.089759084683
1.38,-0.92384,-126.4,0.05056,11689.794394268249,18870.72463768116
1.381,-0.94832,-68.4,0.027360000000000002,5195.948905787771,49802.751629254155
1.382,-0.9147200000000001,-7.2,0.00288,3537.1739050000606,28853.64206464062
1.383,-0.94,-96.8,0.03872,2809.3084308705347,38632.40941592351
1.384,-0.9107200000000001,-47.0,0.0188,3808.643419054726,22515.895953757226
1.385,-0.9248,-158.8,0.06352000000000001,5686.738752984893,48105.38307260329
1.386,-0.93584,-88.4,0.03536,4193.102605801019,30227.86596119929
1.387,-0.9172799999999999,-85.2,0.03408,5982.792690344376,19733.205159016255
1.388,-0.92624,-117.4,0.04696,4832.510674266691,37911.655459494075
1.389,-0.9024,-50.0,0.02,3986.203781883194,31740.82073434125
1.39,-0.92624,-140.4,0.05616,8013.2958381496255,20151.430855315753
1.391,-0.92256,-86.2,0.034480000000000004,3949.390169214541,28886.93985142583
1.392,-0.91248,-8.4,0.00336,9037.319622436547,35333.84418901661
1.393,-0.9254399999999999,-121.8,0.04872,5665.950967476542,73233.11797080642
1.394,-0.8916799999999999,-161.2,0.06448,5280.6304077894365,24295.361071257772
1.395,-0.93696,-21.4,0.00856,4836.662769834235,15816.51931501394
1.396,-0.9148799999999999,28.6,0.01144,4675.7507008243865,16111.461318051575
1.397,-0.9272,-97.4,0.03896,10627.356424593474,34805.40841485723
1.398,-0.9094399999999999,-192.2,0.07687999999999999,5148.85015244204,17350.15100937848
1.399,-0.89008,-120.4,0.04816,10151.549187958837,25717.92550234294
1.4,-0.91232,-58.4,0.02336,4500.317460317461,11191.619047619048
1.401,-0.9003200000000001,-132.4,0.05296,3901.9974232968316,38505.06780870807
1.402,-0.916,-100.0,0.04,3417.439796283145,65319.385005547636
1.403,-0.90304,-133.6,0.053439999999999994,2659.2486057973156,36924.55848578444
1.404,-0.9224,94.8,0.03792,6295.4936332587495,36455.96707818931
1.405,-0.92768,-160.6,0.06423999999999999,1573.8627648811153,17570.296559905102
1.406,-0.90384,-137.8,0.05512,7652.093210227521,39019.724988146045
1.407,-0.9376,-115.4,0.04616,9348.458573548476,30172.976387901756
1.408,-0.8907200000000001,-107.2,0.04288,4842.548352846648,44246.9696969697
1.409,-0.8944,-107.4,0.042960000000000005,11334.975306322434,18687.51675735352
1.41,-0.88544,-90.4,0.036160000000000005,10746.966673932122,33296.012608353034
1.411,-0.91376,65.6,0.02624,3488.6366661459697,30715.363414442076
1.412,-0.8923200000000001,-165.8,0.06632,2678.690053598769,44924.42555870318
1.413,-0.8987200000000001,9.0,0.0036,6346.977128152234,54501.690650310615
1.414,-0.8764799999999999,-8.8,0.00352,4344.067463929663,22342.41709885274
1.415,-0.8704,-10.0,0.004,3608.4300659960236,28112.760109933257
1.416,-0.8830399999999999,-62.0,0.0248,5345.508776036402,27768.989328311363
1.417,-0.8809600000000001,-12.2,0.00488,3621.6256088968175,21154.834156669014
1.418,-0.89328,-100.6,0.04024,2841.7403659356323,15079.799404482055
1.419,-0.8788799999999999,82.6,0.03304,5447.595909270523,14767.238274215018
1.42,-0.88784,-54.2,0.02168,1176.9269765699044,18351.455399061033
1.421,-0.8756799999999999,35.8,0.01432,8592.975721515602,36739.354132457585
1.422,-0.872,-60.2,0.02408,9182.166077725311,31142.02219096734
1.423,-0.90144,-50.6,0.02024,3743.9117892802933,7506.551104864527
1.424,-0.87744,-41.4,0.01656,1843.2016159575815,16480.680399500627
1.425,-0.8736,-59.2,0.02368,5487.527786327417,27568.779727095516
1.426,-0.8644799999999999,-20.8,0.008320000000000001,5684.497328165609,15661.025401277853
1.427,-0.87472,8.0,0.0032,4298.890579840268,14151.21077629837
1.428,-0.86608,-71.2,0.028480000000000002,3129.879402741489,23323.498288204173
1.429,-0.88528,30.8,0.012320000000000001,4713.454169953819,18918.715496462173
1.43,-0.89376,-78.2,0.03128,5769.49701425226,16781.010101010103
1.431,-0.8988799999999999,-209.0,0.0836,7297.379376249908,22739.80899138132
1.432,-0.8944,42.4,0.01696,1295.215505134047,30458.597144630665
1.433,-0.8948799999999999,-33.6,0.01344,2896.8366629780926,5410.746685275646
1.434,-0.8784,-76.6,0.030639999999999997,5266.705873021123,23134.07717340772
1.435,-0.85936,3.0,0.0012,3716.5222622858378,24768.873403019745
1.436,-0.88592,18.2,0.00728,5769.404851503842,41350.943980191885
1.437,-0.88944,-8.6,0.00344,3826.7133523285065,51906.935745766634
1.438,-0.8748799999999999,19.2,0.007679999999999999,6581.712912364548,43171.19456034617
1.439,-0.8744,-36.8,0.014719999999999999,3628.580469207477,15710.416184078449
1.44,-0.8809600000000001,-52.0,0.0208,2874.1426611796983,12170.370370370369
1.441,-0.87056,-75.0,0.03,4344.872139183764,27480.453388850336
1.442,-0.88976,-147.2,0.058879999999999995,4207.183863271014,60531.48404993065
1.443,-0.87664,7.0,0.0028,4090.3636191231485,17908.523908523908
1.444,-0.85808,-28.4,0.011359999999999999,6689.550332554914,38858.6026469683
1.445,-0.85456,-18.2,0.00728,4438.346177741061,32423.498654363702
1.446,-0.8438399999999999,-37.2,0.01488,3141.1219877901467,27849.515905947435
1.447,-0.86544,-14.4,0.00576,2213.4248581837637,16391.184826844812
1.448,-0.85536,-41.8,0.01672,1833.480866477418,5213.29036218539
1.449,-0.85424,-86.2,0.034480000000000004,3976.967263991799,15723.61015259566
1.45,-0.84272,-27.4,0.01096,6054.252873563218,5241.409961685825
1.451,-0.8358399999999999,-87.2,0.03488,2410.224412778795,29952.186231717587
1.452,-0.8385600000000001,-95.6,0.038239999999999996,4107.27190091077,30012.73339455158
1.453,-0.8536,-82.8,0.03312,8993.688240034764,14636.506844077388
1.454,-0.8408,-36.6,0.01464,3041.145014433141,17446.46186764481
1.455,-0.8571200000000001,-2.0,0.0008,4895.843092179932,18818.78579610538
1.456,-0.84688,-37.0,0.0148,6866.53852862644,36237.63736263736
1.457,-0.83888,46.6,0.01864,2874.2087219162127,11755.082742316783
1.458,-0.8611200000000001,-40.8,0.016319999999999998,4482.236870027801,41448.07194025301
1.459,-0.8644799999999999,-78.0,0.0312,3287.2521111012466,30905.186200594013
1.46,-0.8403200000000001,-94.6,0.03784,8084.568712078564,12371.415525114156
1.461,-0.84944,-81.8,0.03272,5960.764863769331,13214.96691763632
1.462,-0.8286399999999999,88.2,0.03528,1682.5080173640415,14466.301869585044
1.463,-0.8452799999999999,47.2,0.01888,4671.344053291744,14694.43305232779
1.464,-0.8584,-71.2,0.028480000000000002,3646.719818447849,26412.38615664845
1.465,-0.8324799999999999,82.8,0.03312,3971.086183622147,12549.533560864616
1.466,-0.8484799999999999,-71.2,0.028480000000000002,6240.465249304068,17629.346672730033
1.467,-0.8484799999999999,-16.2,0.00648,2235.430060952147,27679.43649170643
1.468,-0.8336,-1.2,0.00047999999999999996,7635.697380219946,9337.087496215563
1.469,-0.85344,87.0,0.0348,1997.2763383788879,14653.808335224265
1.47,-0.8491200000000001,-38.0,0.0152,5974.547642186127,22460.468631897205
1.471,-0.83488,-41.0,0.0164,8715.037544604966,24006.79809653297
1.472,-0.8448,-86.6,0.03464,6017.315164881328,10978.894927536232
1.473,-0.82736,-52.2,0.020880000000000003,5197.085288838683,9838.99826506751
1.474,-0.8497600000000001,20.4,0.008159999999999999,3402.9924388173854,31913.643901703606
1.475,-0.85072,-4.2,0.00168,2668.842286699224,18687.427495291904
1.476,-0.8617600000000001,-15.8,0.00632,10040.727929110064,34683.19783197832
1.477,-0.8571200000000001,-84.4,0.033760000000000005,9989.405493934655,32318.24268411946
1.478,-0.83136,-67.6,0.027039999999999998,7492.356699949889,20687.896556908738
1.479,-0.83568,-76.8,0.030719999999999997,5248.629182074701,15482.653444519568
1.48,-0.8492799999999999,-43.0,0.0172,2033.6011687363039,13278.228228228227
1.481,-0.82736,45.0,0.018,2292.899142254994,7423.362592842673
1.482,-0.83024,-22.2,0.008879999999999999,2212.1002588365322,23137.771779877046
1.483,-0.8376,-89.4,0.03576,2878.101867366124,10930.426313029147
1.484,-0.83744,68.2,0.027280000000000002,980.3280514769099,6175.771188978735
1.485,-0.8312,-25.4,0.010159999999999999,2710.7337245758486,14564.040404040397
1.486,-0.86,68.8,0.02752,5838.853676636192,16187.348586810234
1.487,-0.8635200000000001,46.0,0.0184,5719.729649289081,34895.61383845177
1.488,-0.84896,50.0,0.02,5156.6655104636375,25073.47670250896
1.489,-0.80608,2.4,0.0009599999999999999,7620.37294711876,26120.91634952615
1.49,-0.81248,-6.6,0.00264,1011.8463132291337,28661.62565249814
1.491,-0.8300799999999999,56.0,0.0224,2368.364745444122,28213.13063566585
1.492,-0.82016,40.6,0.01624,4202.654450985136,8486.178135239796
1.493,-0.81776,-61.8,0.02472,2201.9554826594954,14781.543499292997
1.494,-0.8134399999999999,98.8,0.03952,9153.49632950962,10255.659675739997
1.495,-0.84016,-31.0,0.0124,4087.570484545909,15685.61872909699
